name	occupation	name_wo_parenthesis
도경완	entertainers	도경완
맹기용	entertainers	맹기용
박명수	entertainers	박명수
백종원	entertainers	백종원
비(연예인)	entertainers	비
박재민	entertainers	박재민
박종진	entertainers	박종진
박지호(1988)	entertainers	박지호
박지훈(변호사)	entertainers	박지훈
배철수	entertainers	배철수
백일섭	entertainers	백일섭
붐(연예인)	entertainers	붐
서장훈	entertainers	서장훈
신동엽(코미디언)	entertainers	신동엽
서세원	entertainers	서세원
선바	entertainers	선바
선바/도네이션	entertainers	선바/도네이션
설민석	entertainers	설민석
손범수	entertainers	손범수
송재익	entertainers	송재익
송지헌	entertainers	송지헌
송해	entertainers	송해
신구(배우)	entertainers	신구
신상옥	entertainers	신상옥
신승준	entertainers	신승준
신정환	entertainers	신정환
안정환	entertainers	안정환
유선호	entertainers	유선호
유재석	entertainers	유재석
윤종신	entertainers	윤종신
은지원	entertainers	은지원
이동국	entertainers	이동국
이승기	entertainers	이승기
이준석(정치인)	entertainers	이준석
이천수	entertainers	이천수
아하부장	entertainers	아하부장
안윤상	entertainers	안윤상
알케이	entertainers	알케이
양재웅	entertainers	양재웅
양치승	entertainers	양치승
오성식(강사)	entertainers	오성식
오현민	entertainers	오현민
왕종근	entertainers	왕종근
우노벅스	entertainers	우노벅스
유병재	entertainers	유병재
유수호(1972)	entertainers	유수호
유승우(가수)	entertainers	유승우
유승호	entertainers	유승호
유퉁	entertainers	유퉁
유해진	entertainers	유해진
이계진	entertainers	이계진
이기우(배우)	entertainers	이기우
이동근(아나운서)	entertainers	이동근
이동우(코미디언)	entertainers	이동우
이동휘(배우)	entertainers	이동휘
이문세	entertainers	이문세
이상용	entertainers	이상용
이성진(NRG)	entertainers	이성진
이세용	entertainers	이세용
이수근	entertainers	이수근
이종환(방송인)	entertainers	이종환
이진성(1976)	entertainers	이진성
이호근	entertainers	이호근
이홍렬	entertainers	이홍렬
이휘재	entertainers	이휘재
임권택	entertainers	임권택
임백천	entertainers	임백천
임용수	entertainers	임용수
임지훈(가수)	entertainers	임지훈
임택근	entertainers	임택근
정준하	entertainers	정준하
자니 윤	entertainers	자니 윤
장성규	entertainers	장성규
장수원	entertainers	장수원
전현무	entertainers	전현무
정기고	entertainers	정기고
정재용	entertainers	정재용
제이쓴	entertainers	제이쓴
조영구	entertainers	조영구
주영훈	entertainers	주영훈
지석진	entertainers	지석진
지조	entertainers	지조
차인태	entertainers	차인태
천명훈	entertainers	천명훈
철희(가수)	entertainers	철희
최두영	entertainers	최두영
최욱	entertainers	최욱
최희준(기자)	entertainers	최희준
파토코치	entertainers	파토코치
편승엽	entertainers	편승엽
표인봉	entertainers	표인봉
2005075	entertainers	2005075
하일(방송인)	entertainers	하일
홍진호	entertainers	홍진호
한문철	entertainers	한문철
한석규	entertainers	한석규
한석준	entertainers	한석준
한재석(1991)	entertainers	한재석
허지웅	entertainers	허지웅
허참	entertainers	허참
현주엽	entertainers	현주엽
홍록기	entertainers	홍록기
홍서범	entertainers	홍서범
홍석천	entertainers	홍석천
홍혜걸	entertainers	홍혜걸
황인용	entertainers	황인용
황철순	entertainers	황철순
황태순	entertainers	황태순
K.WILL	entertainers	K.WILL
LJ	entertainers	LJ
찰스	entertainers	찰스
JR(뉴이스트)	entertainers	JR
MC 노민	entertainers	MC 노민
강승화	entertainers	강승화
강용식	entertainers	강용식
김기덕(DJ)	entertainers	김기덕
김민규(2001)	entertainers	김민규
김민수(아나운서)	entertainers	김민수
김요한(1999)	entertainers	김요한
김익근	entertainers	김익근
김진(방송인)	entertainers	김진
김충재	entertainers	김충재
김환성	entertainers	김환성
박대우	entertainers	박대우
박시진	entertainers	박시진
박종윤(축구해설가)	entertainers	박종윤
백운기	entertainers	백운기
변웅전	entertainers	변웅전
오스틴 강	entertainers	오스틴 강
유정현(방송인)	entertainers	유정현
이근철	entertainers	이근철
이상벽	entertainers	이상벽
이승륜	entertainers	이승륜
이영돈(1956)	entertainers	이영돈
임성훈(방송인)	entertainers	임성훈
전영호	entertainers	전영호
정영진	entertainers	정영진
정지원(스포츠 캐스터)	entertainers	정지원
주철환	entertainers	주철환
최영일(1966)	entertainers	최영일
하재익	entertainers	하재익
한명재	entertainers	한명재
황수관	entertainers	황수관
황인성(아나운서)	entertainers	황인성
강소연	entertainers	강소연
강수정	entertainers	강수정
강예원	entertainers	강예원
고현정	entertainers	고현정
곽현화	entertainers	곽현화
구지성	entertainers	구지성
권주현(아나운서)	entertainers	권주현
금비(거북이)	entertainers	금비
김경란	entertainers	김경란
김경화(방송인)	entertainers	김경화
김라라	entertainers	김라라
김민아	entertainers	김민아
김소영(방송인)	entertainers	김소영
김소희(모델)	entertainers	김소희
김유리(1980)	entertainers	김유리
김주희(방송인)	entertainers	김주희
김지나	entertainers	김지나
김지민(배우)	entertainers	김지민
김진경	entertainers	김진경
김진아(치어리더)	entertainers	김진아
노영희(법조인)	entertainers	노영희
노현정	entertainers	노현정
문지애	entertainers	문지애
바다(가수)	entertainers	바다
박경림	entertainers	박경림
박나림	entertainers	박나림
박미선	entertainers	박미선
박슬기	entertainers	박슬기
박지윤(MC)	entertainers	박지윤
박초현	entertainers	박초현
박하얀	entertainers	박하얀
박혜진(방송인)	entertainers	박혜진
백지연	entertainers	백지연
변서은	entertainers	변서은
서유리	entertainers	서유리
송가인	entertainers	송가인
송은이	entertainers	송은이
사오리 장	entertainers	사오리 장
서동주	entertainers	서동주
서정희	entertainers	서정희
서현진(방송인)	entertainers	서현진
성유리	entertainers	성유리
손미나	entertainers	손미나
송지효	entertainers	송지효
신세휘	entertainers	신세휘
신아라	entertainers	신아라
신은하	entertainers	신은하
이효리	entertainers	이효리
안문숙	entertainers	안문숙
안현모	entertainers	안현모
양수빈	entertainers	양수빈
오세아(가수)	entertainers	오세아
오영주	entertainers	오영주
오인영	entertainers	오인영
오정연	entertainers	오정연
옥주현	entertainers	옥주현
왕영은	entertainers	왕영은
유보화	entertainers	유보화
유승옥	entertainers	유승옥
유진(1981)	entertainers	유진
유호정	entertainers	유호정
윤영미	entertainers	윤영미
윤지연	entertainers	윤지연
이경실	entertainers	이경실
이성미	entertainers	이성미
이영자	entertainers	이영자
이지애	entertainers	이지애
이지연(1975)	entertainers	이지연
이진	entertainers	이진
전소미	entertainers	전소미
조혜련	entertainers	조혜련
장윤정(배우)	entertainers	장윤정
장윤주	entertainers	장윤주
재키 림	entertainers	재키 림
전성초	entertainers	전성초
전소민	entertainers	전소민
정선혜(방송인)	entertainers	정선혜
정이수	entertainers	정이수
정인영(방송인)	entertainers	정인영
정주리	entertainers	정주리
제니(BLACKPINK)	entertainers	제니
조수빈	entertainers	조수빈
조은나래	entertainers	조은나래
조은정(방송인)	entertainers	조은정
지원이	entertainers	지원이
지정남	entertainers	지정남
최유라	entertainers	최유라
최윤영(방송인)	entertainers	최윤영
최현정(방송인)	entertainers	최현정
최희	entertainers	최희
팽현숙	entertainers	팽현숙
혜리	entertainers	혜리
하리수	entertainers	하리수
한혜진(모델)	entertainers	한혜진
현영	entertainers	현영
홍영기(1992)	entertainers	홍영기
홍진경	entertainers	홍진경
화사(마마무)	entertainers	화사
황보(가수)	entertainers	황보
황보미(방송인)	entertainers	황보미
황수경(방송인)	entertainers	황수경
황수정	entertainers	황수정
후지타 사유리	entertainers	후지타 사유리
강예빈	entertainers	강예빈
공서영	entertainers	공서영
구새봄	entertainers	구새봄
김나영(1981)	entertainers	김나영
김민서(경매사)	entertainers	김민서
김민아(아나운서)	entertainers	김민아
김바니	entertainers	김바니
김새롬	entertainers	김새롬
김소희(요리사)	entertainers	김소희
김시향	entertainers	김시향
김원희	entertainers	김원희
김유연	entertainers	김유연
김유정(정치인)	entertainers	김유정
김정진	entertainers	김정진
김지윤(방송인)	entertainers	김지윤
김해나	entertainers	김해나
김해현	entertainers	김해현
김혜영(코미디언)	entertainers	김혜영
나승연	entertainers	나승연
노윤주	entertainers	노윤주
락채은	entertainers	락채은
레나(MC)	entertainers	레나
레이 양	entertainers	레이 양
리아(연예인)	entertainers	리아
박성은	entertainers	박성은
박소현(배우)	entertainers	박소현
박신영(방송인)	entertainers	박신영
박은지	entertainers	박은지
박지영(아나운서)	entertainers	박지영
박찬숙(방송인)	entertainers	박찬숙
배지현	entertainers	배지현
백보람	entertainers	백보람
선하	entertainers	선하
신아영	entertainers	신아영
신예지	entertainers	신예지
아비가일 알데레떼	entertainers	아비가일 알데레떼
안선영	entertainers	안선영
안혜경	entertainers	안혜경
양한나	entertainers	양한나
연상은	entertainers	연상은
예정화	entertainers	예정화
오정해	entertainers	오정해
원자현	entertainers	원자현
윤소영	entertainers	윤소영
윤재인	entertainers	윤재인
윤태진	entertainers	윤태진
이금희(방송인)	entertainers	이금희
이다도시	entertainers	이다도시
이상아	entertainers	이상아
이수정(1987)	entertainers	이수정
이순실	entertainers	이순실
이승현(아나운서)	entertainers	이승현
이신애	entertainers	이신애
이연화(1991)	entertainers	이연화
이영옥	entertainers	이영옥
이예빈	entertainers	이예빈
이재은(아나운서)	entertainers	이재은
이종은	entertainers	이종은
이주원(아나운서)	entertainers	이주원
이지연(1947)	entertainers	이지연
이지영	entertainers	이지영
이지은(1999)	entertainers	이지은
이채은	entertainers	이채은
이파니	entertainers	이파니
임윤선(법조인)	entertainers	임윤선
장예인	entertainers	장예인
정지원(아나운서)	entertainers	정지원
조윤경	entertainers	조윤경
조현정(아나운서)	entertainers	조현정
최한빛	entertainers	최한빛
크리스티나 콘팔로니에리	entertainers	크리스티나 콘팔로니에리
하지영	entertainers	하지영
한민용	entertainers	한민용
한성주	entertainers	한성주
한영(방송인)	entertainers	한영
한주희	entertainers	한주희
FX걸	models	FX걸
PPL(걸그룹)	models	PPL
강경민(1994)	models	강경민
강선혜	models	강선혜
강승현(모델)	models	강승현
강초원(모델)	models	강초원
강하빈	models	강하빈
고말숙	models	고말숙
고소현(모델)	models	고소현
고주아	models	고주아
곽지영	models	곽지영
구지성	models	구지성
김나나(레이싱 모델)	models	김나나
김나정	models	김나정
김다울	models	김다울
김다인(배우)	models	김다인
김동수(패션모델)	models	김동수
김라라	models	김라라
김라영	models	김라영
김류아	models	김류아
김민경(에이전트)	models	김민경
김새롬	models	김새롬
김세라	models	김세라
김소희(모델)	models	김소희
김스테파니헤리	models	김스테파니헤리
김시향	models	김시향
김시후(레이싱 모델)	models	김시후
김영아(모델)	models	김영아
김용지	models	김용지
김우현(모델)	models	김우현
김원경	models	김원경
김유민	models	김유민
김유연	models	김유연
김유이	models	김유이
김지나	models	김지나
김진경	models	김진경
김진아(치어리더)	models	김진아
김진이	models	김진이
김효진(레이싱 모델)	models	김효진
김희정(1991)	models	김희정
도여름	models	도여름
류미오	models	류미오
류지혜	models	류지혜
문가경	models	문가경
문가비	models	문가비
문세림	models	문세림
문현주	models	문현주
민시아	models	민시아
바나나(모델)	models	바나나
박서진	models	박서진
박선아	models	박선아
박세진(배우)	models	박세진
박소유(레이싱 모델)	models	박소유
박시현(레이싱 모델)	models	박시현
박영선(모델)	models	박영선
박지은(레이싱 모델)	models	박지은
박청아	models	박청아
박초현	models	박초현
박하얀	models	박하얀
박한솔(배우)	models	박한솔
박현영	models	박현영
박희정	models	박희정
방은영	models	방은영
배다빈	models	배다빈
배윤영	models	배윤영
백지원	models	백지원
변정민	models	변정민
변정하	models	변정하
보고싶진아	models	보고싶진아
서리나	models	서리나
서사랑	models	서사랑
서설희	models	서설희
서정희	models	서정희
서진아	models	서진아
성혜민	models	성혜민
소주연	models	소주연
솜해인	models	솜해인
송경아	models	송경아
송수진	models	송수진
송주아	models	송주아
송해나	models	송해나
수주	models	수주
스테파니 리	models	스테파니 리
신도현	models	신도현
신민희	models	신민희
신재은(모델)	models	신재은
신현지	models	신현지
심소영	models	심소영
아름송이	models	아름송이
아이린 킴	models	아이린 킴
아지(모델)	models	아지
안미선	models	안미선
안예원	models	안예원
안유정	models	안유정
엄상미	models	엄상미
엄지언	models	엄지언
여연희	models	여연희
연지은	models	연지은
연초아	models	연초아
오아희	models	오아희
오윤아	models	오윤아
우주안	models	우주안
유리사	models	유리사
유진(레이싱 모델)	models	유진
유혜영(아나운서)	models	유혜영
윤승아	models	윤승아
윤주하	models	윤주하
윤채원	models	윤채원
윤한비	models	윤한비
윤희성(레이싱 모델)	models	윤희성
은하영(레이싱 모델)	models	은하영
이다연(레이싱 모델)	models	이다연
이다희(레이싱 모델)	models	이다희
이린(1998)	models	이린
이보림	models	이보림
이봄이	models	이봄이
이선진	models	이선진
이성경	models	이성경
이성화(레이싱 모델)	models	이성화
이소라(모델)	models	이소라
이소정(모델)	models	이소정
이솜	models	이솜
이수정(1987)	models	이수정
이슬아(배우)	models	이슬아
이시현(모델)	models	이시현
이아린(레이싱 모델)	models	이아린
이아윤	models	이아윤
이연(피트니스 모델)	models	이연
이연아	models	이연아
이연윤(레이싱 모델)	models	이연윤
이영(레이싱 모델)	models	이영
이영진(배우)	models	이영진
이예린(모델)	models	이예린
이예빈	models	이예빈
이은혜(레이싱 모델)	models	이은혜
이지나	models	이지나
이지연(배우)	models	이지연
이진이	models	이진이
이채은	models	이채은
이채은(레이싱 모델)	models	이채은
이현이	models	이현이
이현정	models	이현정
이현지(모델)	models	이현지
이혜상	models	이혜상
이호정	models	이호정
이효영	models	이효영
임보라	models	임보라
임블리	models	임블리
임솔아	models	임솔아
임지우	models	임지우
장윤주	models	장윤주
장은홍(모델)	models	장은홍
장희령	models	장희령
전보람(모델)	models	전보람
정두리	models	정두리
정소현	models	정소현
정아라	models	정아라
정유나(모델)	models	정유나
정유승	models	정유승
정유진(배우)	models	정유진
정주희(레이싱 모델)	models	정주희
정호연(모델)	models	정호연
조세희(레이싱 모델)	models	조세희
조혜주	models	조혜주
주다하	models	주다하
주지아	models	주지아
주현정	models	주현정
지이수	models	지이수
지현정(모델)	models	지현정
진아름	models	진아름
진정선	models	진정선
진희경	models	진희경
최소라	models	최소라
표은지	models	표은지
하선우	models	하선우
한담희	models	한담희
한미모(레이싱 모델)	models	한미모
한성민	models	한성민
한송이(1988)	models	한송이
한수희	models	한수희
한유리	models	한유리
한으뜸	models	한으뜸
한혜진(모델)	models	한혜진
햄재희	models	햄재희
허윤미	models	허윤미
혜박	models	혜박
홍진경	models	홍진경
황기쁨	models	황기쁨
황현주(모델)	models	황현주
강은탁	models	강은탁
강철웅	models	강철웅
강철웅/미디어	models	강철웅/미디어
구자성	models	구자성
권도균	models	권도균
권태은	models	권태은
기도훈	models	기도훈
김민승(배우)	models	김민승
김승환(모델)	models	김승환
김영광(배우)	models	김영광
김영대(배우)	models	김영대
김영승	models	김영승
김우빈	models	김우빈
김원중(모델)	models	김원중
김재영(배우)	models	김재영
김재욱(배우)	models	김재욱
김종훈	models	김종훈
김진곤(모델)	models	김진곤
김칠두	models	김칠두
남윤수	models	남윤수
노진욱	models	노진욱
도상우	models	도상우
류지광	models	류지광
마르코(배우)	models	마르코
문수인	models	문수인
박성진(모델)	models	박성진
박지운(모델)	models	박지운
박태민(모델)	models	박태민
박희우	models	박희우
배정남	models	배정남
백경도	models	백경도
백종원(배우)	models	백종원
서도영	models	서도영
성민서	models	성민서
성준(배우)	models	성준
소지섭	models	소지섭
송재림	models	송재림
신승호	models	신승호
신재혁	models	신재혁
신정유	models	신정유
신지훈(배우)	models	신지훈
심지호(배우)	models	심지호
이광수(배우)	models	이광수
Bboy Sway	models	Bboy Sway
장기용	models	장기용
장미관	models	장미관
장태훈	models	장태훈
전지훈	models	전지훈
정우성	models	정우성
정혁(모델)	models	정혁
주어진	models	주어진
주우재	models	주우재
주지훈	models	주지훈
줄리엔 강	models	줄리엔 강
지현성	models	지현성
차승원	models	차승원
천승호	models	천승호
최성용(1994)	models	최성용
한현민(모델)	models	한현민
홍종현	models	홍종현
황인엽	models	황인엽
강호동	comedians	강호동
김준호(코미디언)	comedians	김준호
나도야	comedians	나도야
남궁경호	comedians	남궁경호
남보원	comedians	남보원
남상호(코미디언)	comedians	남상호
남성남	comedians	남성남
남영환	comedians	남영환
남진우	comedians	남진우
남철	comedians	남철
남태령(개그맨)	comedians	남태령
남호연	comedians	남호연
남희석	comedians	남희석
내시십분	comedians	내시십분
노우진	comedians	노우진
노정렬	comedians	노정렬
려명하	comedians	려명하
류근일(코미디언)	comedians	류근일
류근지	comedians	류근지
류담	comedians	류담
류정남	comedians	류정남
리마리오	comedians	리마리오
문세윤	comedians	문세윤
문원종	comedians	문원종
문천식	comedians	문천식
문풍지	comedians	문풍지
미키광수	comedians	미키광수
민성준(개그맨)	comedians	민성준
박명수	comedians	박명수
신동엽(코미디언)	comedians	신동엽
심형래	comedians	심형래
유재석	comedians	유재석
이경규	comedians	이경규
장동민	comedians	장동민
정준하	comedians	정준하
차민준	comedians	차민준
채경선	comedians	채경선
최국	comedians	최국
최군	comedians	최군
최기섭	comedians	최기섭
최병서	comedians	최병서
최부기	comedians	최부기
최성민(코미디언)	comedians	최성민
최승태(코미디언)	comedians	최승태
최양락	comedians	최양락
최영수(코미디언)	comedians	최영수
최영준(코미디언)	comedians	최영준
최우선	comedians	최우선
최재욱(코미디언)	comedians	최재욱
최재원(코미디언)	comedians	최재원
최효종	comedians	최효종
추대엽	comedians	추대엽
컬투	comedians	컬투
표인봉	comedians	표인봉
피식대학	comedians	피식대학
하박	comedians	하박
하준수(개그맨)	comedians	하준수
한무	comedians	한무
한민관	comedians	한민관
한상규	comedians	한상규
한승훈	comedians	한승훈
한으뜸(개그맨)	comedians	한으뜸
한정호	comedians	한정호
한현민(코미디언)	comedians	한현민
허경환	comedians	허경환
허동환	comedians	허동환
허태희	comedians	허태희
현병수	comedians	현병수
호찬	comedians	호찬
홍가람	comedians	홍가람
홍경준	comedians	홍경준
홍기훈	comedians	홍기훈
홍동명	comedians	홍동명
홍록기	comedians	홍록기
홍성기	comedians	홍성기
홍성현	comedians	홍성현
홍순목(코미디언)	comedians	홍순목
홍인규	comedians	홍인규
홍종호	comedians	홍종호
홍현호	comedians	홍현호
홍훤	comedians	홍훤
화니지니	comedians	화니지니
황기순	comedians	황기순
황봉알	comedians	황봉알
황영진	comedians	황영진
황제성	comedians	황제성
황현희	comedians	황현희
DJ 찰스	comedians	DJ 찰스
MC 딩동	comedians	MC 딩동
강유미	comedians	강유미
강주희	comedians	강주희
고은영(개그우먼)	comedians	고은영
곽현화	comedians	곽현화
구혜리	comedians	구혜리
권미진	comedians	권미진
권진영(1979)	comedians	권진영
권혜수	comedians	권혜수
김경아(코미디언)	comedians	김경아
김나희(개그우먼)	comedians	김나희
김다온	comedians	김다온
김마주	comedians	김마주
김명선(코미디언)	comedians	김명선
김미려	comedians	김미려
김미연(코미디언)	comedians	김미연
김미진(코미디언)	comedians	김미진
김미화	comedians	김미화
김민경(개그우먼)	comedians	김민경
김민정	comedians	김민정
김민정(코미디언)	comedians	김민정
김보화	comedians	김보화
김성은	comedians	김성은
김수미(코미디언)	comedians	김수미
김숙	comedians	김숙
김승혜	comedians	김승혜
김신영	comedians	김신영
김영하(코미디언)	comedians	김영하
김영희(개그우먼)	comedians	김영희
김유연	comedians	김유연
김정현(개그우먼)	comedians	김정현
김주연	comedians	김주연
김지민(코미디언)	comedians	김지민
김지선(개그우먼)	comedians	김지선
김지혜(코미디언)	comedians	김지혜
김진아(코미디언)	comedians	김진아
김진주(개그우먼)	comedians	김진주
김현정(개그우먼)	comedians	김현정
김형은	comedians	김형은
김혜선(코미디언)	comedians	김혜선
김혜영(코미디언)	comedians	김혜영
김효진(코미디언)	comedians	김효진
김희원(코미디언)	comedians	김희원
류경진	comedians	류경진
맹승지	comedians	맹승지
박나래	comedians	박나래
박미선	comedians	박미선
박보드레	comedians	박보드레
박보미(개그우먼)	comedians	박보미
박소라(코미디언)	comedians	박소라
박소영(개그우먼)	comedians	박소영
박은영(개그우먼)	comedians	박은영
박지선	comedians	박지선
박지현(개그우먼)	comedians	박지현
박진아	comedians	박진아
박진주입니다	comedians	박진주입니다
박초은	comedians	박초은
박희진	comedians	박희진
방미	comedians	방미
배연정	comedians	배연정
변서은	comedians	변서은
송은이	comedians	송은이
안가연	comedians	안가연
안선영	comedians	안선영
안소미	comedians	안소미
안영미	comedians	안영미
양귀비(동음이의어)	comedians	양귀비
양희성	comedians	양희성
오나미	comedians	오나미
유쏘	comedians	유쏘
윤경화	comedians	윤경화
윤미숙	comedians	윤미숙
윤선희	comedians	윤선희
이경분	comedians	이경분
이경실	comedians	이경실
이경애	comedians	이경애
이경애(1981)	comedians	이경애
이국주	comedians	이국주
이성미	comedians	이성미
이세영(코미디언)	comedians	이세영
이수빈(개그우먼)	comedians	이수빈
이수지	comedians	이수지
이영자	comedians	이영자
이예림(1990년)	comedians	이예림
이은지(코미디언)	comedians	이은지
이은형	comedians	이은형
이정필	comedians	이정필
이진주(사업가)	comedians	이진주
이칠선	comedians	이칠선
이현정(코미디언)	comedians	이현정
이혜지	comedians	이혜지
이희경(개그우먼)	comedians	이희경
임라라	comedians	임라라
조혜련	comedians	조혜련
최서인	comedians	최서인
최은희(코미디언)	comedians	최은희
최정화	comedians	최정화
최희선(코미디언)	comedians	최희선
팽현숙	comedians	팽현숙
한지형	comedians	한지형
허미영	comedians	허미영
허민(코미디언)	comedians	허민
허안나	comedians	허안나
홍나영	comedians	홍나영
홍예슬	comedians	홍예슬
홍윤화	comedians	홍윤화
홍진경	comedians	홍진경
홍현희	comedians	홍현희
황신영	comedians	황신영
황정혜	comedians	황정혜
